projection,space,held_out,label,substrate,distance_to_own_label_centroid,nearest_wrong_label,distance_to_nearest_wrong_label_centroid,projection_margin_wrong_minus_own
tsne,derivative_input,Ag,pyridine,AgNP,12.211240768432617,benzenethiol,20.9133243560791,8.702083587646484
tsne,derivative_input,Ag,pyridine,AuNP,10.596184730529785,benzenethiol,25.070072174072266,14.47388744354248
tsne,derivative_input,Ag,pyridine,PICO,18.201988220214844,benzenethiol,25.428863525390625,7.226875305175781
tsne,derivative_input,Ag,pyridine,pSERS,17.13850975036621,benzenethiol,29.850088119506836,12.711578369140625
umap,derivative_input,Ag,4np,AgNP,4.117274284362793,benzenethiol,6.280529975891113,2.1632556915283203
umap,derivative_input,Ag,4np,PICO,13.747883796691895,benzenethiol,13.113405227661133,-0.6344785690307617
umap,derivative_input,Ag,4np,pSERS,13.523039817810059,benzenethiol,20.723405838012695,7.200366020202637
umap,derivative_input,Ag,benzenethiol,Ag,5.225215435028076,4np,4.642058372497559,-0.5831570625305176
umap,derivative_input,Ag,benzenethiol,Au,4.516913890838623,4np,6.103752613067627,1.586838722229004
umap,derivative_input,Ag,benzenethiol,PICO,10.056984901428223,4np,18.651315689086914,8.594330787658691
umap,derivative_input,Ag,benzenethiol,pSERS,0.41088786721229553,4np,8.853846549987793,8.44295883178711
umap,derivative_input,Ag,pyridine,AgNP,7.606255531311035,4np,8.758148193359375,1.1518926620483398
umap,derivative_input,Ag,pyridine,AuNP,2.528532028198242,4np,16.990859985351562,14.46232795715332
umap,derivative_input,Ag,pyridine,PICO,9.883746147155762,4np,22.734603881835938,12.850857734680176
umap,derivative_input,Ag,pyridine,pSERS,12.774145126342773,4np,20.910213470458984,8.136068344116211
pca,siamese_embedding,Ag,4np,AgNP,0.14895619451999664,benzenethiol,0.9199570417404175,0.771000862121582
pca,siamese_embedding,Ag,4np,PICO,0.12143369019031525,benzenethiol,1.0814480781555176,0.9600144028663635
pca,siamese_embedding,Ag,4np,pSERS,0.028459127992391586,benzenethiol,1.0117729902267456,0.9833138585090637
pca,siamese_embedding,Ag,benzenethiol,Ag,0.0852862223982811,4np,0.9166713953018188,0.8313851952552795
pca,siamese_embedding,Ag,benzenethiol,Au,0.03296690434217453,pyridine,1.0164768695831299,0.9835099577903748
pca,siamese_embedding,Ag,benzenethiol,PICO,0.004100441932678223,pyridine,0.9901502132415771,0.9860497713088989
pca,siamese_embedding,Ag,benzenethiol,pSERS,0.06655079871416092,pyridine,0.9831832051277161,0.9166324138641357
pca,siamese_embedding,Ag,pyridine,AgNP,0.03330370783805847,benzenethiol,0.9586204290390015,0.9253166913986206
pca,siamese_embedding,Ag,pyridine,AuNP,0.014630479738116264,benzenethiol,0.9950935244560242,0.9804630279541016
pca,siamese_embedding,Ag,pyridine,PICO,0.016633305698633194,benzenethiol,1.0001531839370728,0.9835198521614075
pca,siamese_embedding,Ag,pyridine,pSERS,0.005213173106312752,benzenethiol,0.9909027814865112,0.9856895804405212
tsne,siamese_embedding,Ag,4np,AgNP,8.733506202697754,benzenethiol,26.534889221191406,17.80138397216797
tsne,siamese_embedding,Ag,4np,PICO,11.80543041229248,benzenethiol,47.05048370361328,35.245052337646484
tsne,siamese_embedding,Ag,4np,pSERS,3.2241201400756836,benzenethiol,32.21281814575195,28.988697052001953
tsne,siamese_embedding,Ag,benzenethiol,Ag,5.770445823669434,4np,29.661090850830078,23.890644073486328
tsne,siamese_embedding,Ag,benzenethiol,Au,2.4681525230407715,4np,36.790828704833984,34.32267761230469
tsne,siamese_embedding,Ag,benzenethiol,PICO,3.1881866455078125,4np,32.07884216308594,28.890655517578125
tsne,siamese_embedding,Ag,benzenethiol,pSERS,7.931726932525635,pyridine,36.59014892578125,28.658422470092773
tsne,siamese_embedding,Ag,pyridine,AgNP,9.350076675415039,benzenethiol,36.843955993652344,27.493879318237305
tsne,siamese_embedding,Ag,pyridine,AuNP,1.698185920715332,benzenethiol,36.06454086303711,34.366355895996094
tsne,siamese_embedding,Ag,pyridine,PICO,7.431290626525879,4np,36.32965850830078,28.89836883544922
tsne,siamese_embedding,Ag,pyridine,pSERS,4.384464263916016,benzenethiol,34.23790740966797,29.853443145751953
umap,siamese_embedding,Ag,4np,AgNP,7.2382659912109375,benzenethiol,18.237241744995117,10.99897575378418
umap,siamese_embedding,Ag,4np,PICO,12.936295509338379,benzenethiol,13.17013168334961,0.23383617401123047
umap,siamese_embedding,Ag,4np,pSERS,5.706996917724609,benzenethiol,16.771894454956055,11.064897537231445
umap,siamese_embedding,Ag,benzenethiol,Ag,2.38478422164917,4np,11.03273868560791,8.647954940795898
umap,siamese_embedding,Ag,benzenethiol,Au,0.8345823884010315,4np,13.740506172180176,12.905923843383789
umap,siamese_embedding,Ag,benzenethiol,PICO,0.5259628295898438,4np,12.886587142944336,12.360624313354492
umap,siamese_embedding,Ag,benzenethiol,pSERS,2.486767292022705,pyridine,13.471863746643066,10.985095977783203
umap,siamese_embedding,Ag,pyridine,AgNP,3.03678035736084,benzenethiol,16.45825958251953,13.421479225158691
umap,siamese_embedding,Ag,pyridine,AuNP,0.5491507053375244,benzenethiol,14.16616153717041,13.617011070251465
umap,siamese_embedding,Ag,pyridine,PICO,2.3962299823760986,benzenethiol,12.095139503479004,9.698909759521484
umap,siamese_embedding,Ag,pyridine,pSERS,1.6328480243682861,benzenethiol,12.04021167755127,10.407363891601562
pca,derivative_input,AgNP,4np,AgNP,0.16170434653759003,benzenethiol,0.703912615776062,0.5422082543373108
pca,derivative_input,AgNP,4np,PICO,0.1097480058670044,pyridine,0.8669034242630005,0.7571554183959961
pca,derivative_input,AgNP,4np,pSERS,0.12378738075494766,benzenethiol,0.9054336547851562,0.7816462516784668
pca,derivative_input,AgNP,benzenethiol,Ag,0.2906246483325958,4np,0.6215126514434814,0.3308880031108856
pca,derivative_input,AgNP,benzenethiol,Au,0.13519242405891418,4np,0.8970667719841003,0.7618743181228638
pca,derivative_input,AgNP,benzenethiol,PICO,0.38716286420822144,pyridine,0.7293528318405151,0.3421899676322937
pca,derivative_input,AgNP,benzenethiol,pSERS,0.2941931188106537,4np,1.1306064128875732,0.8364132642745972
pca,derivative_input,AgNP,pyridine,AgNP,0.23745505511760712,4np,0.6716640591621399,0.4342089891433716
pca,derivative_input,AgNP,pyridine,AuNP,0.05881422013044357,4np,0.9121949672698975,0.8533807396888733
pca,derivative_input,AgNP,pyridine,PICO,0.23156608641147614,4np,1.0809812545776367,0.8494151830673218
pca,derivative_input,AgNP,pyridine,pSERS,0.0861266702413559,4np,0.8834568858146667,0.7973302006721497
tsne,derivative_input,AgNP,4np,AgNP,15.80408763885498,benzenethiol,11.101417541503906,-4.702670097351074
tsne,derivative_input,AgNP,4np,PICO,21.011608123779297,benzenethiol,26.295883178710938,5.284275054931641
tsne,derivative_input,AgNP,4np,pSERS,15.372156143188477,benzenethiol,28.534725189208984,13.162569046020508
tsne,derivative_input,AgNP,benzenethiol,Ag,6.766565322875977,4np,16.392330169677734,9.625764846801758
tsne,derivative_input,AgNP,benzenethiol,Au,5.949478626251221,4np,12.390564918518066,6.441086292266846
tsne,derivative_input,AgNP,benzenethiol,PICO,8.79830265045166,4np,21.91985321044922,13.121550559997559
tsne,derivative_input,AgNP,benzenethiol,pSERS,4.722301959991455,4np,14.606825828552246,9.884523391723633
tsne,derivative_input,AgNP,pyridine,AgNP,12.211240768432617,benzenethiol,20.9133243560791,8.702083587646484
tsne,derivative_input,AgNP,pyridine,AuNP,10.596184730529785,benzenethiol,25.070072174072266,14.47388744354248
tsne,derivative_input,AgNP,pyridine,PICO,18.201988220214844,benzenethiol,25.428863525390625,7.226875305175781
tsne,derivative_input,AgNP,pyridine,pSERS,17.13850975036621,benzenethiol,29.850088119506836,12.711578369140625
umap,derivative_input,AgNP,4np,AgNP,4.117274284362793,benzenethiol,6.280529975891113,2.1632556915283203
umap,derivative_input,AgNP,4np,PICO,13.747883796691895,benzenethiol,13.113405227661133,-0.6344785690307617
umap,derivative_input,AgNP,4np,pSERS,13.523039817810059,benzenethiol,20.723405838012695,7.200366020202637
umap,derivative_input,AgNP,benzenethiol,Ag,5.225215435028076,4np,4.642058372497559,-0.5831570625305176
umap,derivative_input,AgNP,benzenethiol,Au,4.516913890838623,4np,6.103752613067627,1.586838722229004
umap,derivative_input,AgNP,benzenethiol,PICO,10.056984901428223,4np,18.651315689086914,8.594330787658691
umap,derivative_input,AgNP,benzenethiol,pSERS,0.41088786721229553,4np,8.853846549987793,8.44295883178711
umap,derivative_input,AgNP,pyridine,AgNP,7.606255531311035,4np,8.758148193359375,1.1518926620483398
umap,derivative_input,AgNP,pyridine,AuNP,2.528532028198242,4np,16.990859985351562,14.46232795715332
umap,derivative_input,AgNP,pyridine,PICO,9.883746147155762,4np,22.734603881835938,12.850857734680176
umap,derivative_input,AgNP,pyridine,pSERS,12.774145126342773,4np,20.910213470458984,8.136068344116211
pca,siamese_embedding,AgNP,4np,AgNP,0.3441563844680786,benzenethiol,0.247415229678154,-0.09674115478992462
pca,siamese_embedding,AgNP,4np,PICO,0.1700492948293686,benzenethiol,0.7311280369758606,0.5610787272453308
pca,siamese_embedding,AgNP,4np,pSERS,0.18291829526424408,benzenethiol,0.7278845310211182,0.5449662208557129
pca,siamese_embedding,AgNP,benzenethiol,Ag,0.022224433720111847,4np,0.5452753901481628,0.5230509638786316
pca,siamese_embedding,AgNP,benzenethiol,Au,0.016350889578461647,4np,0.5519400835037231,0.5355892181396484
pca,siamese_embedding,AgNP,benzenethiol,PICO,0.0492955707013607,4np,0.5547951459884644,0.5054996013641357
pca,siamese_embedding,AgNP,benzenethiol,pSERS,0.039404407143592834,4np,0.5955349206924438,0.5561305284500122
pca,siamese_embedding,AgNP,pyridine,AgNP,0.22307319939136505,benzenethiol,0.5112174153327942,0.28814423084259033
pca,siamese_embedding,AgNP,pyridine,AuNP,0.10641034692525864,benzenethiol,0.8344832062721252,0.7280728816986084
pca,siamese_embedding,AgNP,pyridine,PICO,0.1183474212884903,benzenethiol,0.8461839556694031,0.727836549282074
pca,siamese_embedding,AgNP,pyridine,pSERS,0.03186587616801262,benzenethiol,0.7372651696205139,0.7053992748260498
tsne,siamese_embedding,AgNP,4np,AgNP,23.511659622192383,benzenethiol,16.121423721313477,-7.390235900878906
tsne,siamese_embedding,AgNP,4np,PICO,12.987871170043945,benzenethiol,34.66678237915039,21.678911209106445
tsne,siamese_embedding,AgNP,4np,pSERS,12.054556846618652,pyridine,34.67380905151367,22.619251251220703
tsne,siamese_embedding,AgNP,benzenethiol,Ag,1.2368086576461792,4np,25.08565330505371,23.848844528198242
tsne,siamese_embedding,AgNP,benzenethiol,Au,1.366071343421936,4np,24.541362762451172,23.175291061401367
tsne,siamese_embedding,AgNP,benzenethiol,PICO,4.833423614501953,4np,23.010440826416016,18.177017211914062
tsne,siamese_embedding,AgNP,benzenethiol,pSERS,6.755751609802246,4np,31.386795043945312,24.63104248046875
tsne,siamese_embedding,AgNP,pyridine,AgNP,12.006478309631348,4np,24.62791633605957,12.621438026428223
tsne,siamese_embedding,AgNP,pyridine,AuNP,4.996021747589111,4np,32.75845718383789,27.762435913085938
tsne,siamese_embedding,AgNP,pyridine,PICO,11.116323471069336,4np,34.13053512573242,23.014211654663086
tsne,siamese_embedding,AgNP,pyridine,pSERS,4.0088911056518555,4np,28.76681137084961,24.757919311523438
umap,siamese_embedding,AgNP,4np,AgNP,10.984031677246094,benzenethiol,4.888032913208008,-6.095998764038086
umap,siamese_embedding,AgNP,4np,PICO,4.10235595703125,benzenethiol,12.992043495178223,8.889687538146973
umap,siamese_embedding,AgNP,4np,pSERS,6.896449089050293,benzenethiol,15.519702911376953,8.62325382232666
umap,siamese_embedding,AgNP,benzenethiol,Ag,0.5037826299667358,4np,8.851383209228516,8.347600936889648
umap,siamese_embedding,AgNP,benzenethiol,Au,0.6534194946289062,4np,8.58749771118164,7.934078216552734
umap,siamese_embedding,AgNP,benzenethiol,PICO,1.579047679901123,pyridine,8.949298858642578,7.370251178741455
umap,siamese_embedding,AgNP,benzenethiol,pSERS,2.2012102603912354,4np,9.376092910766602,7.174882888793945
umap,siamese_embedding,AgNP,pyridine,AgNP,4.484170436859131,benzenethiol,7.901440620422363,3.4172701835632324
umap,siamese_embedding,AgNP,pyridine,AuNP,1.8036285638809204,benzenethiol,12.14033317565918,10.33670425415039
umap,siamese_embedding,AgNP,pyridine,PICO,4.681898593902588,benzenethiol,12.77409839630127,8.092199325561523
umap,siamese_embedding,AgNP,pyridine,pSERS,1.7888543605804443,benzenethiol,10.435622215270996,8.646767616271973
pca,derivative_input,Au,4np,AgNP,0.16170434653759003,benzenethiol,0.703912615776062,0.5422082543373108
pca,derivative_input,Au,4np,PICO,0.1097480058670044,pyridine,0.8669034242630005,0.7571554183959961
pca,derivative_input,Au,4np,pSERS,0.12378738075494766,benzenethiol,0.9054336547851562,0.7816462516784668
pca,derivative_input,Au,benzenethiol,Ag,0.2906246483325958,4np,0.6215126514434814,0.3308880031108856
pca,derivative_input,Au,benzenethiol,Au,0.13519242405891418,4np,0.8970667719841003,0.7618743181228638
pca,derivative_input,Au,benzenethiol,PICO,0.38716286420822144,pyridine,0.7293528318405151,0.3421899676322937
pca,derivative_input,Au,benzenethiol,pSERS,0.2941931188106537,4np,1.1306064128875732,0.8364132642745972
pca,derivative_input,Au,pyridine,AgNP,0.23745505511760712,4np,0.6716640591621399,0.4342089891433716
pca,derivative_input,Au,pyridine,AuNP,0.05881422013044357,4np,0.9121949672698975,0.8533807396888733
pca,derivative_input,Au,pyridine,PICO,0.23156608641147614,4np,1.0809812545776367,0.8494151830673218
pca,derivative_input,Au,pyridine,pSERS,0.0861266702413559,4np,0.8834568858146667,0.7973302006721497
tsne,derivative_input,Au,4np,AgNP,15.80408763885498,benzenethiol,11.101417541503906,-4.702670097351074
tsne,derivative_input,Au,4np,PICO,21.011608123779297,benzenethiol,26.295883178710938,5.284275054931641
tsne,derivative_input,Au,4np,pSERS,15.372156143188477,benzenethiol,28.534725189208984,13.162569046020508
tsne,derivative_input,Au,benzenethiol,Ag,6.766565322875977,4np,16.392330169677734,9.625764846801758
tsne,derivative_input,Au,benzenethiol,Au,5.949478626251221,4np,12.390564918518066,6.441086292266846
tsne,derivative_input,Au,benzenethiol,PICO,8.79830265045166,4np,21.91985321044922,13.121550559997559
tsne,derivative_input,Au,benzenethiol,pSERS,4.722301959991455,4np,14.606825828552246,9.884523391723633
tsne,derivative_input,Au,pyridine,AgNP,12.211240768432617,benzenethiol,20.9133243560791,8.702083587646484
tsne,derivative_input,Au,pyridine,AuNP,10.596184730529785,benzenethiol,25.070072174072266,14.47388744354248
tsne,derivative_input,Au,pyridine,PICO,18.201988220214844,benzenethiol,25.428863525390625,7.226875305175781
tsne,derivative_input,Au,pyridine,pSERS,17.13850975036621,benzenethiol,29.850088119506836,12.711578369140625
umap,derivative_input,Au,4np,AgNP,4.117274284362793,benzenethiol,6.280529975891113,2.1632556915283203
umap,derivative_input,Au,4np,PICO,13.747883796691895,benzenethiol,13.113405227661133,-0.6344785690307617
umap,derivative_input,Au,4np,pSERS,13.523039817810059,benzenethiol,20.723405838012695,7.200366020202637
umap,derivative_input,Au,benzenethiol,Ag,5.225215435028076,4np,4.642058372497559,-0.5831570625305176
umap,derivative_input,Au,benzenethiol,Au,4.516913890838623,4np,6.103752613067627,1.586838722229004
umap,derivative_input,Au,benzenethiol,PICO,10.056984901428223,4np,18.651315689086914,8.594330787658691
umap,derivative_input,Au,benzenethiol,pSERS,0.41088786721229553,4np,8.853846549987793,8.44295883178711
umap,derivative_input,Au,pyridine,AgNP,7.606255531311035,4np,8.758148193359375,1.1518926620483398
umap,derivative_input,Au,pyridine,AuNP,2.528532028198242,4np,16.990859985351562,14.46232795715332
umap,derivative_input,Au,pyridine,PICO,9.883746147155762,4np,22.734603881835938,12.850857734680176
umap,derivative_input,Au,pyridine,pSERS,12.774145126342773,4np,20.910213470458984,8.136068344116211
pca,siamese_embedding,Au,4np,AgNP,0.10007774084806442,benzenethiol,0.844355046749115,0.74427729845047
pca,siamese_embedding,Au,4np,PICO,0.030798939988017082,benzenethiol,0.9557372331619263,0.9249383211135864
pca,siamese_embedding,Au,4np,pSERS,0.09405947476625443,benzenethiol,1.0340540409088135,0.9399945735931396
pca,siamese_embedding,Au,benzenethiol,Ag,0.04219760373234749,pyridine,0.766579806804657,0.724382221698761
pca,siamese_embedding,Au,benzenethiol,Au,0.11001256108283997,pyridine,0.7975419759750366,0.687529444694519
pca,siamese_embedding,Au,benzenethiol,PICO,0.04165789857506752,pyridine,0.7685943841934204,0.7269364595413208
pca,siamese_embedding,Au,benzenethiol,pSERS,0.05083760619163513,pyridine,0.8231162428855896,0.7722786664962769
pca,siamese_embedding,Au,pyridine,AgNP,0.02977932058274746,benzenethiol,0.785894513130188,0.756115198135376
pca,siamese_embedding,Au,pyridine,AuNP,0.06861482560634613,benzenethiol,0.8431302309036255,0.7745153903961182
pca,siamese_embedding,Au,pyridine,PICO,0.012059224769473076,benzenethiol,0.7877119779586792,0.7756527662277222
pca,siamese_embedding,Au,pyridine,pSERS,0.08035952597856522,benzenethiol,0.7327900528907776,0.652430534362793
tsne,siamese_embedding,Au,4np,AgNP,5.154425144195557,benzenethiol,35.76960754394531,30.615182876586914
tsne,siamese_embedding,Au,4np,PICO,0.9680207371711731,benzenethiol,38.5916633605957,37.62364196777344
tsne,siamese_embedding,Au,4np,pSERS,6.073607444763184,pyridine,38.94158172607422,32.86797332763672
tsne,siamese_embedding,Au,benzenethiol,Ag,2.3266360759735107,pyridine,38.77643966674805,36.44980239868164
tsne,siamese_embedding,Au,benzenethiol,Au,6.137190341949463,4np,36.7456169128418,30.608427047729492
tsne,siamese_embedding,Au,benzenethiol,PICO,2.2195539474487305,pyridine,38.78498458862305,36.5654296875
tsne,siamese_embedding,Au,benzenethiol,pSERS,4.857285976409912,pyridine,33.172760009765625,28.315473556518555
tsne,siamese_embedding,Au,pyridine,AgNP,1.4874217510223389,benzenethiol,36.46204376220703,34.9746208190918
tsne,siamese_embedding,Au,pyridine,AuNP,2.3687186241149902,4np,39.56338119506836,37.194664001464844
tsne,siamese_embedding,Au,pyridine,PICO,10.391139030456543,4np,33.69718933105469,23.306049346923828
tsne,siamese_embedding,Au,pyridine,pSERS,11.030951499938965,benzenethiol,34.30339050292969,23.272438049316406
umap,siamese_embedding,Au,4np,AgNP,1.6948362588882446,pyridine,17.145660400390625,15.450823783874512
umap,siamese_embedding,Au,4np,PICO,0.341525673866272,pyridine,18.15560531616211,17.81407928466797
umap,siamese_embedding,Au,4np,pSERS,1.9675675630569458,pyridine,20.237533569335938,18.26996612548828
umap,siamese_embedding,Au,benzenethiol,Ag,0.606461763381958,pyridine,16.09394645690918,15.4874849319458
umap,siamese_embedding,Au,benzenethiol,Au,2.3246443271636963,pyridine,13.609697341918945,11.285053253173828
umap,siamese_embedding,Au,benzenethiol,PICO,0.5797030329704285,pyridine,16.068254470825195,15.488551139831543
umap,siamese_embedding,Au,benzenethiol,pSERS,1.6221593618392944,pyridine,16.322420120239258,14.700261116027832
umap,siamese_embedding,Au,pyridine,AgNP,0.6968849897384644,benzenethiol,15.128532409667969,14.431647300720215
umap,siamese_embedding,Au,pyridine,AuNP,1.0846991539001465,benzenethiol,14.415911674499512,13.331212997436523
umap,siamese_embedding,Au,pyridine,PICO,4.391274452209473,benzenethiol,17.58623504638672,13.194960594177246
umap,siamese_embedding,Au,pyridine,pSERS,3.626210927963257,4np,14.98007583618164,11.353864669799805
pca,derivative_input,AuNP,4np,AgNP,0.16170434653759003,benzenethiol,0.703912615776062,0.5422082543373108
pca,derivative_input,AuNP,4np,PICO,0.1097480058670044,pyridine,0.8669034242630005,0.7571554183959961
pca,derivative_input,AuNP,4np,pSERS,0.12378738075494766,benzenethiol,0.9054336547851562,0.7816462516784668
pca,derivative_input,AuNP,benzenethiol,Ag,0.2906246483325958,4np,0.6215126514434814,0.3308880031108856
pca,derivative_input,AuNP,benzenethiol,Au,0.13519242405891418,4np,0.8970667719841003,0.7618743181228638
pca,derivative_input,AuNP,benzenethiol,PICO,0.38716286420822144,pyridine,0.7293528318405151,0.3421899676322937
pca,derivative_input,AuNP,benzenethiol,pSERS,0.2941931188106537,4np,1.1306064128875732,0.8364132642745972
pca,derivative_input,AuNP,pyridine,AgNP,0.23745505511760712,4np,0.6716640591621399,0.4342089891433716
pca,derivative_input,AuNP,pyridine,AuNP,0.05881422013044357,4np,0.9121949672698975,0.8533807396888733
pca,derivative_input,AuNP,pyridine,PICO,0.23156608641147614,4np,1.0809812545776367,0.8494151830673218
pca,derivative_input,AuNP,pyridine,pSERS,0.0861266702413559,4np,0.8834568858146667,0.7973302006721497
tsne,derivative_input,AuNP,4np,AgNP,15.80408763885498,benzenethiol,11.101417541503906,-4.702670097351074
tsne,derivative_input,AuNP,4np,PICO,21.011608123779297,benzenethiol,26.295883178710938,5.284275054931641
tsne,derivative_input,AuNP,4np,pSERS,15.372156143188477,benzenethiol,28.534725189208984,13.162569046020508
tsne,derivative_input,AuNP,benzenethiol,Ag,6.766565322875977,4np,16.392330169677734,9.625764846801758
tsne,derivative_input,AuNP,benzenethiol,Au,5.949478626251221,4np,12.390564918518066,6.441086292266846
tsne,derivative_input,AuNP,benzenethiol,PICO,8.79830265045166,4np,21.91985321044922,13.121550559997559
tsne,derivative_input,AuNP,benzenethiol,pSERS,4.722301959991455,4np,14.606825828552246,9.884523391723633
tsne,derivative_input,AuNP,pyridine,AgNP,12.211240768432617,benzenethiol,20.9133243560791,8.702083587646484
tsne,derivative_input,AuNP,pyridine,AuNP,10.596184730529785,benzenethiol,25.070072174072266,14.47388744354248
tsne,derivative_input,AuNP,pyridine,PICO,18.201988220214844,benzenethiol,25.428863525390625,7.226875305175781
tsne,derivative_input,AuNP,pyridine,pSERS,17.13850975036621,benzenethiol,29.850088119506836,12.711578369140625
umap,derivative_input,AuNP,4np,AgNP,4.117274284362793,benzenethiol,6.280529975891113,2.1632556915283203
umap,derivative_input,AuNP,4np,PICO,13.747883796691895,benzenethiol,13.113405227661133,-0.6344785690307617
umap,derivative_input,AuNP,4np,pSERS,13.523039817810059,benzenethiol,20.723405838012695,7.200366020202637
umap,derivative_input,AuNP,benzenethiol,Ag,5.225215435028076,4np,4.642058372497559,-0.5831570625305176
umap,derivative_input,AuNP,benzenethiol,Au,4.516913890838623,4np,6.103752613067627,1.586838722229004
umap,derivative_input,AuNP,benzenethiol,PICO,10.056984901428223,4np,18.651315689086914,8.594330787658691
umap,derivative_input,AuNP,benzenethiol,pSERS,0.41088786721229553,4np,8.853846549987793,8.44295883178711
umap,derivative_input,AuNP,pyridine,AgNP,7.606255531311035,4np,8.758148193359375,1.1518926620483398
umap,derivative_input,AuNP,pyridine,AuNP,2.528532028198242,4np,16.990859985351562,14.46232795715332
umap,derivative_input,AuNP,pyridine,PICO,9.883746147155762,4np,22.734603881835938,12.850857734680176
umap,derivative_input,AuNP,pyridine,pSERS,12.774145126342773,4np,20.910213470458984,8.136068344116211
pca,siamese_embedding,AuNP,4np,AgNP,0.10716625303030014,benzenethiol,0.6744339466094971,0.5672677159309387
pca,siamese_embedding,AuNP,4np,PICO,0.05256672576069832,benzenethiol,0.7767642140388489,0.724197506904602
pca,siamese_embedding,AuNP,4np,pSERS,0.06208334490656853,benzenethiol,0.8098937273025513,0.7478103637695312
pca,siamese_embedding,AuNP,benzenethiol,Ag,0.050742316991090775,4np,0.7979660034179688,0.7472236752510071
pca,siamese_embedding,AuNP,benzenethiol,Au,0.02904566191136837,4np,0.7228734493255615,0.6938278079032898
pca,siamese_embedding,AuNP,benzenethiol,PICO,0.02835015393793583,4np,0.7471551299095154,0.7188049554824829
pca,siamese_embedding,AuNP,benzenethiol,pSERS,0.0124624352902174,4np,0.7404325604438782,0.7279701232910156
pca,siamese_embedding,AuNP,pyridine,AgNP,0.010287192650139332,benzenethiol,1.029898762702942,1.0196115970611572
pca,siamese_embedding,AuNP,pyridine,AuNP,0.05753828212618828,benzenethiol,1.003920078277588,0.9463818073272705
pca,siamese_embedding,AuNP,pyridine,PICO,0.03643643483519554,benzenethiol,1.0033432245254517,0.9669067859649658
pca,siamese_embedding,AuNP,pyridine,pSERS,0.09595643728971481,benzenethiol,1.054269790649414,0.9583133459091187
tsne,siamese_embedding,AuNP,4np,AgNP,4.711130619049072,benzenethiol,43.14842224121094,38.43729019165039
tsne,siamese_embedding,AuNP,4np,PICO,2.539327383041382,pyridine,40.00077438354492,37.461448669433594
tsne,siamese_embedding,AuNP,4np,pSERS,3.311013698577881,pyridine,41.27040100097656,37.959388732910156
tsne,siamese_embedding,AuNP,benzenethiol,Ag,4.228714942932129,pyridine,37.816036224365234,33.58732223510742
tsne,siamese_embedding,AuNP,benzenethiol,Au,2.931680202484131,pyridine,44.6480827331543,41.71640396118164
tsne,siamese_embedding,AuNP,benzenethiol,PICO,2.29459285736084,4np,41.80851745605469,39.51392364501953
tsne,siamese_embedding,AuNP,benzenethiol,pSERS,2.1755754947662354,pyridine,42.42240524291992,40.246829986572266
tsne,siamese_embedding,AuNP,pyridine,AgNP,0.7114298939704895,benzenethiol,41.279640197753906,40.56821060180664
tsne,siamese_embedding,AuNP,pyridine,AuNP,3.6943349838256836,benzenethiol,41.52361297607422,37.82927703857422
tsne,siamese_embedding,AuNP,pyridine,PICO,4.368462562561035,benzenethiol,42.61259460449219,38.24413299560547
tsne,siamese_embedding,AuNP,pyridine,pSERS,8.372753143310547,4np,35.788265228271484,27.415512084960938
umap,siamese_embedding,AuNP,4np,AgNP,1.5124928951263428,pyridine,20.04090690612793,18.528413772583008
