configuration,curriculum,epoch,inner_fold,outer_fold,representation,run_identifier,run_seed,stage,subset,train_loss,validation_loss
c8x16_z16_mse_clean,clean,1,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.1026985688222742,0.0915137199418885
c8x16_z16_mse_clean,clean,2,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0697721225464938,0.0584711988746118
c8x16_z16_mse_clean,clean,3,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0645245898133169,0.0542807415941683
c8x16_z16_mse_clean,clean,4,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0555655059102829,0.0538571919588481
c8x16_z16_mse_clean,clean,5,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0525741473335638,0.0493747720009639
c8x16_z16_mse_clean,clean,6,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0481495780359509,0.0437789189026636
c8x16_z16_mse_clean,clean,7,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0443499386000996,0.0406519902416137
c8x16_z16_mse_clean,clean,8,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0403493935876936,0.0360189735138115
c8x16_z16_mse_clean,clean,9,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0355982028845687,0.0324366516551049
c8x16_z16_mse_clean,clean,10,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0341478322949931,0.0321100434961439
c8x16_z16_mse_clean,clean,11,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.034158743123351,0.0316679713418002
c8x16_z16_mse_clean,clean,12,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0335705657992666,0.0312274518508871
c8x16_z16_mse_clean,clean,13,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0331926798638874,0.0310787746072316
c8x16_z16_mse_clean,clean,14,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0329707170942401,0.030822171054843
c8x16_z16_mse_clean,clean,15,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0326959446815572,0.0306135709514888
c8x16_z16_mse_clean,clean,16,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.032443332916688,0.0302810345721595
c8x16_z16_mse_clean,clean,17,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0321462968070256,0.0299822649128046
c8x16_z16_mse_clean,clean,18,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0318060638254038,0.0296477389936687
c8x16_z16_mse_clean,clean,19,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0313741519861439,0.0292736095603273
c8x16_z16_mse_clean,clean,20,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0308586393387529,0.0286252623690026
c8x16_z16_mse_clean,clean,21,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0301908245851953,0.0279069356933361
c8x16_z16_mse_clean,clean,22,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0293820417560946,0.0270204958388534
c8x16_z16_mse_clean,clean,23,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0283624894834456,0.0259153944823671
c8x16_z16_mse_clean,clean,24,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0272431612128283,0.0246329228511127
c8x16_z16_mse_clean,clean,25,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0259342121883937,0.0232814654175724
c8x16_z16_mse_clean,clean,26,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.024555323248177,0.0219056701146754
c8x16_z16_mse_clean,clean,27,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.023263458797187,0.0202499749843312
c8x16_z16_mse_clean,clean,28,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0217953835229629,0.0187914825412405
c8x16_z16_mse_clean,clean,29,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0205032717065054,0.0176238313849483
c8x16_z16_mse_clean,clean,30,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0193952747886365,0.0166252742544943
c8x16_z16_mse_clean,clean,31,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0184459130323577,0.0159147844078535
c8x16_z16_mse_clean,clean,32,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0176684724172149,0.0152644017210402
c8x16_z16_mse_clean,clean,33,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0170257605839303,0.0146719365998977
c8x16_z16_mse_clean,clean,34,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0162621781776899,0.0138874934485354
c8x16_z16_mse_clean,clean,35,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0152734361403206,0.012881998990138
c8x16_z16_mse_clean,clean,36,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.014045909885575,0.0117360111952078
c8x16_z16_mse_clean,clean,37,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0127041660651688,0.010814780502447
c8x16_z16_mse_clean,clean,38,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0116022485682426,0.0101185983766903
c8x16_z16_mse_clean,clean,39,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0108119685620771,0.0095189590273158
c8x16_z16_mse_clean,clean,40,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0102760318635738,0.0090736363067471
c8x16_z16_mse_clean,clean,41,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0097302255501913,0.0086849374743569
c8x16_z16_mse_clean,clean,42,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0093445761459479,0.0083830861977356
c8x16_z16_mse_clean,clean,43,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0090222967210692,0.008203049374259
c8x16_z16_mse_clean,clean,44,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0087901517320579,0.0080568282160626
c8x16_z16_mse_clean,clean,45,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0085314525964662,0.0078916318847664
c8x16_z16_mse_clean,clean,46,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0084000740269936,0.0079040332157321
c8x16_z16_mse_clean,clean,47,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0082953966730932,0.0076031290315592
c8x16_z16_mse_clean,clean,48,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0081216089525505,0.0074074733454514
c8x16_z16_mse_clean,clean,49,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0078775704247551,0.0072853326280953
c8x16_z16_mse_clean,clean,50,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0077634759458849,0.0072137729984809
c8x16_z16_mse_clean,clean,51,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0076733720501745,0.0071609009472074
c8x16_z16_mse_clean,clean,52,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0075563575577124,0.0070150088080588
c8x16_z16_mse_clean,clean,53,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0074635495191796,0.0070440392988193
c8x16_z16_mse_clean,clean,54,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0074341667937295,0.006958064165342
c8x16_z16_mse_clean,clean,55,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.007360876398548,0.0067397873308666
c8x16_z16_mse_clean,clean,56,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0072531129421867,0.0068746014701656
c8x16_z16_mse_clean,clean,57,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0071618691489224,0.0067019325900165
c8x16_z16_mse_clean,clean,58,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0070949950090343,0.0066503971549017
c8x16_z16_mse_clean,clean,59,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0070176010711474,0.0065710778473367
c8x16_z16_mse_clean,clean,60,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0069617482103469,0.0065470526558386
c8x16_z16_mse_clean,clean,61,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0068879779415344,0.0064970007667145
c8x16_z16_mse_clean,clean,62,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0068497294405284,0.0064115305157268
c8x16_z16_mse_clean,clean,63,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0068311583924099,0.0064290317886767
c8x16_z16_mse_clean,clean,64,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0067676809962085,0.0063541632364777
c8x16_z16_mse_clean,clean,65,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0067032445828401,0.0063124552267376
c8x16_z16_mse_clean,clean,66,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0066823328760068,0.0062664564143271
c8x16_z16_mse_clean,clean,67,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0066532845301888,0.0062604795030059
c8x16_z16_mse_clean,clean,68,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0066291163107922,0.00623939913001
c8x16_z16_mse_clean,clean,69,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.00659474513656,0.0062057716505868
c8x16_z16_mse_clean,clean,70,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0065479087604627,0.0061908324616922
c8x16_z16_mse_clean,clean,71,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.006529072957459,0.0061488142315329
c8x16_z16_mse_clean,clean,72,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0064899352046343,0.0061075287957151
c8x16_z16_mse_clean,clean,73,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0064467751431353,0.0061408562405707
c8x16_z16_mse_clean,clean,74,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.006430808243205,0.0061049853615901
c8x16_z16_mse_clean,clean,75,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.006411337672921,0.0061091624607308
c8x16_z16_mse_clean,clean,76,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0064111107062558,0.006080514078318
c8x16_z16_mse_clean,clean,77,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.006395881066816,0.0061180751747256
c8x16_z16_mse_clean,clean,78,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0063920404782668,0.0060599032601639
c8x16_z16_mse_clean,clean,79,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0063579117936028,0.0060316395491925
c8x16_z16_mse_clean,clean,80,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0063241415817053,0.006050604677313
c8x16_z16_mse_clean,clean,81,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0063036448319656,0.0060363393120405
c8x16_z16_mse_clean,clean,82,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0062667530654333,0.0059766792613981
c8x16_z16_mse_clean,clean,83,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0062604209529416,0.0060362386978974
c8x16_z16_mse_clean,clean,84,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.00626668094985,0.0059562896127898
c8x16_z16_mse_clean,clean,85,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0062324072420081,0.0059984908556612
c8x16_z16_mse_clean,clean,86,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0062004809520643,0.0059212576832716
c8x16_z16_mse_clean,clean,87,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0062021221243195,0.0059571297870588
c8x16_z16_mse_clean,clean,88,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0061609260408966,0.0059199991299449
c8x16_z16_mse_clean,clean,89,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0061497154008401,0.0059580071242291
c8x16_z16_mse_clean,clean,90,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0061522967380747,0.005927234864598
c8x16_z16_mse_clean,clean,91,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0061428305780685,0.0059167546251428
c8x16_z16_mse_clean,clean,92,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0061206858633524,0.0058765833720001
c8x16_z16_mse_clean,clean,93,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0061007521742144,0.0058725519231011
c8x16_z16_mse_clean,clean,94,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.00611605648586,0.0058614581651171
c8x16_z16_mse_clean,clean,95,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0060948087108886,0.0058664007761961
c8x16_z16_mse_clean,clean,96,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0060522214114831,0.0058333500671912
c8x16_z16_mse_clean,clean,97,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0060342670794978,0.0058668684331747
c8x16_z16_mse_clean,clean,98,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.006012712954866,0.005813439893184
c8x16_z16_mse_clean,clean,99,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0060012391574907,0.0058416969988088
c8x16_z16_mse_clean,clean,100,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_mse_clean,1544517543,ae_search_core,strict_core,0.0059842446243643,0.0058099764219226
c8x16_z16_spectral_composite_clean,clean,1,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0682840745720671,0.062603190791707
c8x16_z16_spectral_composite_clean,clean,2,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0570950929044521,0.0542095483225934
c8x16_z16_spectral_composite_clean,clean,3,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0526055831905877,0.052823204390642
c8x16_z16_spectral_composite_clean,clean,4,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0494013691212662,0.0482631618423121
c8x16_z16_spectral_composite_clean,clean,5,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0461810558951792,0.0449786544660059
c8x16_z16_spectral_composite_clean,clean,6,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0429012857666471,0.0414487338554458
c8x16_z16_spectral_composite_clean,clean,7,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.039342963908105,0.0384026660951746
c8x16_z16_spectral_composite_clean,clean,8,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0378635165454443,0.0379318636881203
c8x16_z16_spectral_composite_clean,clean,9,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0375158114054361,0.037250854012345
c8x16_z16_spectral_composite_clean,clean,10,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0368415359149679,0.0365924976390449
c8x16_z16_spectral_composite_clean,clean,11,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0362585757928706,0.0361516700760156
c8x16_z16_spectral_composite_clean,clean,12,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.035728020722516,0.0355043639781094
c8x16_z16_spectral_composite_clean,clean,13,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0350005287790562,0.0347046540314409
c8x16_z16_spectral_composite_clean,clean,14,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0342246427038204,0.0337896522040627
c8x16_z16_spectral_composite_clean,clean,15,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.033214967223168,0.0325726953749897
c8x16_z16_spectral_composite_clean,clean,16,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0320950138003377,0.0312578904935542
c8x16_z16_spectral_composite_clean,clean,17,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0308299295274009,0.0298698380777314
c8x16_z16_spectral_composite_clean,clean,18,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0296375025166946,0.028515160615955
c8x16_z16_spectral_composite_clean,clean,19,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0284540395502651,0.0271386993000236
c8x16_z16_spectral_composite_clean,clean,20,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.027268170154656,0.0258657341713414
