candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,0,338991917,302,103,40,14,pass,,103,103,0,0.7708049886621315,0.7483416484873519,0.7572815533980582,0.8520078017294092,0.39275663430428315,0.1402588996771191
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,0,1442328418,302,103,40,14,pass,,103,103,0,0.7528344671201814,0.7204382649446923,0.7281553398058253,1.0924589883460178,0.4065946062568147,0.12381877022709953
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,0,1790036454,302,103,40,14,pass,,103,103,0,0.7988662131519274,0.7674093938412215,0.7766990291262136,1.0805490282493657,0.39567917988870926,0.1726554122844331
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,0,1986874562,302,103,40,14,pass,,103,103,0,0.7677154195011339,0.7602945292607204,0.7475728155339806,0.8920094784159868,0.4131027696664354,0.16018134796427466
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,2,0,2075607103,302,103,40,14,pass,,103,103,0,0.7654478458049887,0.7282411553963277,0.7378640776699029,0.8983055069562611,0.4090082156979445,0.15128553994998908
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,2,0,1173343053,302,103,40,14,pass,,103,103,0,0.7776360544217688,0.7561550051125031,0.7475728155339806,0.9214133899246779,0.4201914801787549,0.15650051298911133
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,0,496591520,302,103,40,14,pass,,103,103,0,0.7537414965986394,0.7325515201101156,0.7475728155339806,1.0577132714621076,0.3900165622779952,0.13907733925392643
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,0,200675665,302,103,40,14,pass,,103,103,0,0.7585034013605442,0.7518315168578298,0.7378640776699029,0.887211298513459,0.4098330631089312,0.13055618620980808
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,0,1629587261,302,103,40,14,pass,,103,103,0,0.7909297052154195,0.7813644716154314,0.7766990291262136,0.8511727186266812,0.3903851468469939,0.1735284456101639
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,0,1414125078,302,103,40,14,pass,,103,103,0,0.7687074829931974,0.7467914441485842,0.7475728155339806,1.113236660433974,0.40959833413325275,0.146324240364897
