candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,1,919804335,301,104,42,12,pass,,104,104,0,0.5926078752165708,0.5801640467359249,0.6153846153846154,1.827558616176288,0.5333626068374068,0.169679487179009
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,1,364387059,301,104,42,12,pass,,104,104,0,0.6055948882035839,0.5926994096291084,0.625,1.6044932422489937,0.5311792735040082,0.1613782051277995
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,1,485350688,301,104,42,12,pass,,104,104,0,0.5756526082613039,0.5767310035102234,0.6057692307692307,1.446279300699583,0.535927205942085,0.1520076083224848
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,1,1736370364,301,104,42,12,pass,,104,104,0,0.6055948882035839,0.5954458834015739,0.625,1.1747343415183091,0.5370938240238847,0.1639112889776528
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,2,1,1295254972,301,104,42,12,pass,,104,104,0,0.576734859343555,0.5709090909090909,0.6057692307692307,1.2460875899194501,0.5480825402217735,0.10539927040287532
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,2,1,493388313,301,104,42,12,pass,,104,104,0,0.6055948882035839,0.596312571540244,0.625,1.4592639425184752,0.545480201986566,0.168303933169393
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,1,1409695864,301,104,42,12,pass,,104,104,0,0.565745848354544,0.55683045945651,0.5961538461538461,1.3925688100779336,0.5316239804927408,0.1522085297359336
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,1,2098859742,301,104,42,12,pass,,104,104,0,0.6135313961400918,0.5991413150626104,0.6346153846153846,1.3941716661142691,0.52573439495268,0.14164722883553071
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,1,532766726,301,104,42,12,pass,,104,104,0,0.5897218723305679,0.5813177998472117,0.6153846153846154,1.5864584604226495,0.5301117371748949,0.18029522998902023
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,1,13694634,301,104,42,12,pass,,104,104,0,0.6135313961400918,0.6004819321175132,0.6346153846153846,1.404571434774483,0.5302330254701414,0.15183707550406983
