candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,0,4,236612204,300,97,39,16,pass,,97,97,0,0.6762905831228812,0.6732496243422312,0.7216494845360825,0.7888619544420435,0.37495509736556143,0.09896907216577476
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,0,4,2005913691,300,97,39,16,pass,,97,97,0,0.6817168338907468,0.6762651816579475,0.7216494845360825,0.8189218116662169,0.37653470790391297,0.15120274914155216
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,0,4,2020306393,300,97,39,16,pass,,97,97,0,0.668572111118695,0.6627816879260066,0.711340206185567,0.7997248572305136,0.37934545875264564,0.11941859454801304
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,0,4,400536731,300,97,39,16,pass,,97,97,0,0.6738049734944145,0.6588238193828255,0.7010309278350515,0.8237880433812381,0.3842324129444056,0.1596539826980498
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,0,4,1673344203,300,97,39,16,pass,,97,97,0,0.668572111118695,0.6505221452956643,0.7010309278350515,0.8310508675073414,0.3883988877344102,0.15292136049709046
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,0,4,1182399169,300,97,39,16,pass,,97,97,0,0.6626851409460104,0.6392290249433107,0.6907216494845361,0.8578166263952649,0.3961940058186784,0.1696839646328828
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,0,4,906534326,300,97,39,16,pass,,97,97,0,0.6626851409460104,0.6584530397524864,0.7010309278350515,0.8002498041026291,0.38027860960108917,0.16153665712444068
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,0,4,1807319364,300,97,39,16,pass,,97,97,0,0.6619002115896525,0.6505697660416642,0.6907216494845361,0.8230302470343807,0.3834049483499586,0.1190673810689146
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,0,4,2139379562,300,97,39,16,pass,,97,97,0,0.6898960252997519,0.6795266953815499,0.7216494845360825,0.7979194059647208,0.37724468775222103,0.11446373149337749
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,0,4,1007215015,300,97,39,16,pass,,97,97,0,0.6636008918617613,0.6599452490026111,0.7010309278350515,0.8370684093858131,0.39222659996765796,0.10764949141251136
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,0,4,1593691678,300,97,39,16,pass,,97,97,0,0.69068095465611,0.6725676469227286,0.7216494845360825,0.8425999268616517,0.39338162879640376,0.13915130222064231
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,0,4,2114970507,300,97,39,16,pass,,97,97,0,0.6745899028507724,0.6510282273829072,0.7010309278350515,0.8549674006328013,0.3986624007370669,0.16256883274477668
12,arpls_minmax__random_forest__5a9b8650f2,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",quality_pass,0,4,1740249361,300,97,39,16,pass,,97,97,0,0.7029099265124109,0.6958415118353007,0.7422680412371134,0.7752681572040169,0.37183757159239106,0.1245704467362875
13,arpls_minmax__random_forest__83f0bbfd71,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",quality_pass,0,4,2068158729,300,97,39,16,pass,,97,97,0,0.6857097353991763,0.6788464213348578,0.7216494845360825,0.7841471579096854,0.37344604811013044,0.13567010309376903
14,arpls_minmax__random_forest__3a58587681,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",quality_pass,0,4,1542317883,300,97,39,16,pass,,97,97,0,0.679691943667099,0.6814417073769956,0.7216494845360825,0.7904414559138575,0.3775044583506981,0.10785460890293361
15,arpls_minmax__random_forest__baf457a363,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",quality_pass,0,4,556119824,300,97,39,16,pass,,97,97,0,0.678776192751348,0.6642837330761642,0.711340206185567,0.8179112307988309,0.3851173067693898,0.12244319935843292
16,arpls_minmax__random_forest__0c28cc6c96,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",quality_pass,0,4,1741978178,300,97,39,16,pass,,97,97,0,0.6999692853730121,0.6866743096720213,0.7319587628865979,0.7788415762177713,0.3716509687965906,0.14114619827572908
17,arpls_minmax__random_forest__b14279f757,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",quality_pass,0,4,29637311,300,97,39,16,pass,,97,97,0,0.6668714308465861,0.6491898577612865,0.711340206185567,0.824519310745059,0.3878367711833961,0.1010119655278024
18,arpls_minmax__random_forest__5e308670e9,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",quality_pass,0,4,521429746,300,97,39,16,pass,,97,97,0,0.6698120719859849,0.6730865146776341,0.7216494845360825,0.7911102378495517,0.3721009651411587,0.10267672226907817
19,arpls_minmax__random_forest__ba463fb0d7,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",quality_pass,0,4,605993578,300,97,39,16,pass,,97,97,0,0.6524810593133574,0.6466029709638733,0.6907216494845361,0.7773155383623049,0.3689644799653864,0.11319667106715839
20,arpls_minmax__random_forest__20f5c6f432,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",quality_pass,0,4,986230620,300,97,39,16,pass,,97,97,0,0.6898960252997519,0.6784776960716811,0.7216494845360825,0.7656765969488095,0.3676980568195627,0.10414159356070854
21,arpls_minmax__random_forest__c739cc8caf,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",quality_pass,0,4,1863860231,300,97,39,16,pass,,97,97,0,0.6838782335676745,0.6674304524839132,0.711340206185567,0.7940768491015799,0.3787160963244378,0.1143111961134893
22,arpls_minmax__random_forest__9567b8594a,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",quality_pass,0,4,3182382,300,97,39,16,pass,,97,97,0,0.6931665642845767,0.680354313029085,0.7216494845360825,0.8059820639556214,0.3811460795968301,0.11684502968921809
23,arpls_minmax__random_forest__8118d4f679,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",quality_pass,0,4,1480618969,300,97,39,16,pass,,97,97,0,0.6727584010192705,0.6470920345281762,0.7010309278350515,0.820079184867263,0.38668761770093363,0.12302074401545704
24,minimal_minmax__random_forest__5868a78bb4,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,0,4,1583511155,300,97,39,16,pass,,97,97,0,0.6541248606465998,0.6452532136804942,0.6907216494845361,0.8957066491794532,0.40765360824755,0.09274914089405714
