candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,3,0,173738065,296,103,43,14,pass,,103,103,0,0.7598922902494332,0.7447359631250209,0.7475728155339806,0.8206002816006084,0.3824153182308766,0.13579288025959438
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,3,0,1940470418,296,103,43,14,pass,,103,103,0,0.7553571428571428,0.7424897776641963,0.7475728155339806,0.8255391434640941,0.3882384034520302,0.121812297734596
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,3,0,1667145904,296,103,43,14,pass,,103,103,0,0.757624716553288,0.7447115148864344,0.7475728155339806,0.8434851723510953,0.3854696180874901,0.11864069356115917
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,3,0,105017358,296,103,43,14,pass,,103,103,0,0.775765306122449,0.7620443049014478,0.7669902912621359,1.0737448091058965,0.3936993049887044,0.16815161863648564
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,3,0,715566605,296,103,43,14,pass,,103,103,0,0.7167517006802722,0.7003559205232743,0.6990291262135923,0.8802308424874247,0.40175082508163257,0.15934535282036721
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,3,0,541369983,296,103,43,14,pass,,103,103,0,0.7604024943310658,0.7598662173785325,0.7378640776699029,0.8944548485601176,0.4069549477365108,0.14699352712313848
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,3,0,1976008537,296,103,43,14,pass,,103,103,0,0.7315476190476191,0.7179108574261504,0.7184466019417476,1.0405809947573927,0.38732975183530594,0.11490575839671581
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,3,0,262594897,296,103,43,14,pass,,103,103,0,0.7496882086167801,0.7360805860805861,0.7378640776699029,1.0471440207167417,0.3863143661770278,0.13370259212428914
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,3,0,986748328,296,103,43,14,pass,,103,103,0,0.7598922902494332,0.7463801445004453,0.7475728155339806,0.8410881720190292,0.3850480271493681,0.11288951792765739
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,3,0,640472812,296,103,43,14,pass,,103,103,0,0.7678287981859411,0.7664913539913539,0.7572815533980582,0.8472052569074585,0.3869464726463912,0.1450382696546608
