candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,4,501394616,308,97,38,16,pass,,97,97,0,0.6715127522580938,0.6543732000809477,0.7010309278350515,0.8301083899515366,0.39980137457052034,0.10910652921027196
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,4,502628646,308,97,38,16,pass,,97,97,0,0.6756990421586695,0.6562660557061453,0.7010309278350515,0.8065722291770846,0.38948728522346976,0.11704467354015291
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,4,1411239475,308,97,38,16,pass,,97,97,0,0.6694878620344459,0.6502353285811934,0.6907216494845361,0.8450693021841449,0.4017342515632849,0.12673829315513932
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,4,294465238,308,97,38,16,pass,,97,97,0,0.6694878620344459,0.6497821309851385,0.6907216494845361,0.8469386650163991,0.40549802736213975,0.09133285573026356
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,2,4,243978866,308,97,38,16,pass,,97,97,0,0.6653015721338702,0.6451787549924196,0.6907216494845361,0.8744161741917008,0.41180622188888183,0.12790561722486257
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",quality_pass,2,4,1306098359,308,97,38,16,pass,,97,97,0,0.6448934088685642,0.6165087200381317,0.6701030927835051,0.8895657149499726,0.419075393887304,0.13835081625970005
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,4,1638694899,308,97,38,16,pass,,97,97,0,0.6687029326780879,0.6522180910150835,0.6907216494845361,0.8436781863418631,0.3987840606963484,0.11756289667182045
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",quality_pass,2,4,513171883,308,97,38,16,pass,,97,97,0,0.6825017632471049,0.6666960221863786,0.711340206185567,0.8301959472887143,0.3958578930183473,0.09689310462257401
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,4,1013334195,308,97,38,16,pass,,97,97,0,0.6694878620344459,0.6508008959790587,0.6907216494845361,0.825128150585052,0.3941952482580115,0.12064170072526327
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",quality_pass,2,4,2038917269,308,97,38,16,pass,,97,97,0,0.6762905831228813,0.6589577756037384,0.7010309278350515,0.8434790057026472,0.40164737776129134,0.1191782653212367
